Cell	Carbon Source	OD 600 Data	OD 550	SMC #	Gene	Plate	Date
F5	Oxalomalic Acid		0.3938		WT	PM2A	6/21/2017 2
F6	Quinic Acid		0.5185		WT	PM2A	6/21/2017 2
F7	"D-Ribono-1,4-Lactone"		0.3804		WT	PM2A	6/21/2017 2
F8	Sebacic Acid		0.47		WT	PM2A	6/21/2017 2
F9	Sorbic Acid		0.2943		WT	PM2A	6/21/2017 2
F10	Succinamic Acid		0.3772		WT	PM2A	6/21/2017 2
F11	D-Tartaric Acid		0.6111		WT	PM2A	6/21/2017 2
F12	L-Tartaric Acid		0.4175		WT	PM2A	6/21/2017 2
G1	Acetamide		0.2933		WT	PM2A	6/21/2017 2
G2	L-Alaninamide		0.3247		WT	PM2A	6/21/2017 2
G3	N-Acetyl-L-Glutamic Acid		0.3823		WT	PM2A	6/21/2017 2
G4	L-Arginine		0.6127		WT	PM2A	6/21/2017 2
G5	Glycine		0.3779		WT	PM2A	6/21/2017 2
G6	L-Histidine		0.4457		WT	PM2A	6/21/2017 2
G7	L-Homoserine		0.1887		WT	PM2A	6/21/2017 2
G8	Hydroxy-L-Proline		0.5878		WT	PM2A	6/21/2017 2
G9	L-Isoleucine		0.5393		WT	PM2A	6/21/2017 2
G10	L-Leucine		0.4366		WT	PM2A	6/21/2017 2
G11	L-Lysine		0.4038		WT	PM2A	6/21/2017 2
G12	L-Methionine		0.412		WT	PM2A	6/21/2017 2
H1	L-Ornithine		0.4518		WT	PM2A	6/21/2017 2
H2	Phenylalanine		0.3394		WT	PM2A	6/21/2017 2
H3	L-Pyroglutamic Acid		0.5086		WT	PM2A	6/21/2017 2
H4	L-Valine		0.4712		WT	PM2A	6/21/2017 2
H5	"D,L-Carnitine"		0.3763		WT	PM2A	6/21/2017 2
H6	Sec-Butylamine		0.4905		WT	PM2A	6/21/2017 2
H7	"D,L-Octopamine"		0.3941		WT	PM2A	6/21/2017 2
H8	Putrescine		0.5052		WT	PM2A	6/21/2017 2
H9	Dihydroxy Acetone		0.3553		WT	PM2A	6/21/2017 2
H10	"2,3-Butanediol"		0.3928		WT	PM2A	6/21/2017 2
H11	"2,3-Butanone"		0.2748		WT	PM2A	6/21/2017 2
H12	3-Hydroxy 2-Butanone		0.3792		WT	PM2A	6/21/2017 2
