Cell	Carbon Source	OD 600 Data	OD 550	SMC #	Gene	Plate	Date	Biofilm Width	Bottom of well	Biofilm intensity	Biofilm/Growth	General Notes
C11	b-Methyl-D-Xyloside		0.627		0460		7/19/2016					
C12	Palatinose		0.604		0460		7/19/2016					
D1	D-Raffinose		0.694		0460		7/19/2016					
D2	Salicin		0.65		0460		7/19/2016					
D3	Sedoheptulosa		0.658		0460		7/19/2016					
D4	L-Sorbose		0.685		0460		7/19/2016					
D5	Stachyose		0.666		0460		7/19/2016					
D6	D-Tagatose		0.683		0460		7/19/2016					
D7	Turanose		0.661		0460		7/19/2016					
D8	Xylitol		0.657		0460		7/19/2016					
D9	N-Acetyl-D-Glucosaminatol		0.532		0460		7/19/2016					
D10	g-Amino Butyric Acid		0.673		0460		7/19/2016					
D11	d-Amino Valeric Acid		0.663		0460		7/19/2016					
D12	Butyric Acid		0.791		0460		7/19/2016					
E1	Capric Acid		0.751		0460		7/19/2016					
E2	Caproic Acid		0.693		0460		7/19/2016					
E3	Citraconic Acid		0.784		0460		7/19/2016					
E4	Citramalic Acid		0.664		0460		7/19/2016					
E5	D-Glucosamine		0.589		0460		7/19/2016					
E6	2-Hydroxy Benzoic Acid		0.796		0460		7/19/2016					
E7	4-Hydroxy Benzoic Acid		0.579		0460		7/19/2016					
E8	b-Hydroxy Butyric Acid		0.807		0460		7/19/2016					
E9	g-Hydroxy Butyric Acid		0.663		0460		7/19/2016					
E10	a-Keto Valeric Acid		0.565		0460		7/19/2016					
E11	Itaconic Acid		0.791		0460		7/19/2016					
E12	5-Keto-D-Gluconic Acid		0.657		0460		7/19/2016					
F1	D-Lactic Acid Methyl Ester		0.776		0460		7/19/2016					
F2	Malonic Acid		0.715		0460		7/19/2016					
F3	Melibionic Acid		0.234		0460		7/19/2016					
F4	Oxalic Acid		0.548		0460		7/19/2016					
F5	Oxalomalic Acid		0.714		0460		7/19/2016					
F6	Quinic Acid		0.74		0460		7/19/2016					
F7	"D-Ribono-1,4-Lactone"		0.596		0460		7/19/2016					
F8	Sebacic Acid		0.591		0460		7/19/2016					
F9	Sorbic Acid		0.697		0460		7/19/2016					
F10	Succinamic Acid		0.573		0460		7/19/2016					
F11	D-Tartaric Acid		0.803		0460		7/19/2016					
F12	L-Tartaric Acid		0.759		0460		7/19/2016					
G1	Acetamide		0.691		0460		7/19/2016					
G2	L-Alaninamide		0.609		0460		7/19/2016					
G3	N-Acetyl-L-Glutamic Acid		0.719		0460		7/19/2016					
G4	L-Arginine		0.922		0460		7/19/2016					
G5	Glycine		0.623		0460		7/19/2016					
G6	L-Histidine		0.89		0460		7/19/2016					
G7	L-Homoserine		0.176		0460		7/19/2016					
G8	Hydroxy-L-Proline		0.897		0460		7/19/2016					
G9	L-Isoleucine		0.881		0460		7/19/2016					
G10	L-Leucine		0.65		0460		7/19/2016					
G11	L-Lysine		0.861		0460		7/19/2016					
G12	L-Methionine		0.722		0460		7/19/2016					
H1	L-Ornithine		0.822		0460		7/19/2016					
H2	Phenylalanine		0.713		0460		7/19/2016					
H3	L-Pyroglutamic Acid		0.795		0460		7/19/2016					
H4	L-Valine		0.705		0460		7/19/2016					
H5	"D,L-Carnitine"		0.69		0460		7/19/2016					
H6	Sec-Butylamine		0.8		0460		7/19/2016					
H7	"D,L-Octopamine"		0.683		0460		7/19/2016					
H8	Putrescine		0.796		0460		7/19/2016					
H9	Dihydroxy Acetone		0.716		0460		7/19/2016					
H10	"2,3-Butanediol"		0.707		0460		7/19/2016					
H11	"2,3-Butanone"		0.563		0460		7/19/2016					
H12	3-Hydroxy 2-Butanone		0.663		0460		7/19/2016					
